Type,AccountID,ConID,SecurityID,Symbol,BBTicker,BBGlobalID,SecurityDescription,AssetType,Currency,BaseCurrency,Quantity,QuantityInBase,CostPrice,CostBasis,CostBasisInBase,MarketPrice,MarketValue,MarketValueInBase,OpenDateTime,FxRateToBase,ReportDate,SettledQuantity,SettledQuantityInBase,MasterAccountID,Van,AccruedInt,OriginatingOrderID,Multiplier,
D,U4445393,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,3,0,294.42666667,883.28,883.28,300.54,901.62,901.62,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,9579976,US4642878049,IJR,IJR,BBG000BWCNN7,ISHARES CORE S&P SMALL-CAP E,STK,USD,USD,190,0,107.89,20499.1,20499.1,89.45,16995.5,16995.5,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,9063285,US46120E6023,ISRG,ISRG,BBG000BJPDZ1,INTUITIVE SURGICAL INC,STK,USD,USD,40,0,267.951,10718.04,10718.04,186.55,7462,7462,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,1520593,US46625H1005,JPM,JPM,BBG000DMBXR2,JPMORGAN CHASE & CO,STK,USD,USD,75,0,145.19323333,10889.4925,10889.4925,104.99,7874.25,7874.25,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,6497,US6153691059,MCO,MCO,BBG000F86GP6,MOODY'S CORP,STK,USD,USD,6,0,243.231555,1459.38933,1459.38933,243.07,1458.42,1458.42,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,75,0,282.05743227,21154.30742,21154.30742,229.25,17193.75,17193.75,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,10880,US6745991058,OXY,OXY,BBG000BQQ2S6,OCCIDENTAL PETROLEUM CORP,STK,USD,USD,124,0,66.28782258,8219.69,8219.69,65.63,8138.12,8138.12,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,199169591,US70450Y1038,PYPL,PYPL,BBG0077VNXV6,PAYPAL HOLDINGS INC,STK,USD,USD,199,0,122.92418859,24461.91353,24461.91353,84.52,16819.48,16819.48,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,320227571,US46090E1038,QQQ,QQQ,BBG000BSWKH7,INVESCO QQQ TRUST SERIES 1,STK,USD,USD,56,0,297.26,16646.56,16646.56,266.41,14918.96,14918.96,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,756733,US78462F1030,SPY,SPY,BBG000BDTBL9,SPDR S&P 500 ETF TRUST,STK,USD,USD,72,0,350.11607739,25208.357572,25208.357572,360.02,25921.44,25921.44,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,344,0,104.70566294,36018.74805,36018.74805,99.42,34200.48,34200.48,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,10,0,342.344,3423.44,3423.44,343.54,3435.4,3435.4,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,49462172,US92826C8394,V,V,BBG000PSKYX7,VISA INC-CLASS A SHARES,STK,USD,USD,109,0,189.5053211,20656.08,20656.08,182.18,19857.62,19857.62,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,98,0,109.0762148,10689.46905,10689.46905,110.86,10864.28,10864.28,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,187,0,15.78721925,2952.21,2952.21,16,2992,2992,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,,,,,,,CASH,USD,USD,59371.75438177,59371.75438177,0,0,0,0,0,0,,1,20221010,68268.71438177,68268.71438177,F6017651,U4445393,0,,1,
D,U4445393,,,,,,,INTACC,USD,USD,34.15,34.15,0,0,0,0,0,0,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U4445393,,,,,,,DIVACC,USD,USD,357.64,357.64,0,0,0,0,0,0,,1,20221010,0,0,F6017651,U4445393,0,,1,
D,U5422138,272104927,US05464C1018,AXON,AXON,BBG000BHJWG1,AXON ENTERPRISE INC,STK,USD,USD,2,0,121.470705,242.94141,242.94141,126.16,252.32,252.32,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,578327143,US25401T6038,DBRG,DBRG,BBG00D30HGP6,DIGITALBRIDGE GROUP INC,STK,USD,USD,41,0,17.27292683,708.19,708.19,12.57,515.37,515.37,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,6459,US2546871060,DIS,DIS,BBG000BH4R78,WALT DISNEY CO/THE,STK,USD,USD,10,0,106.17306,1061.7306,1061.7306,95.16,951.6,951.6,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,505002201,IE0003LFZ4U7,DOLE,DOLE,BBG011PCV4J9,DOLE PLC,STK,USD,USD,18,0,7.795,140.31,140.31,7.63,137.34,137.34,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,6917,US29476L1070,EQR,EQR,BBG000BG8M31,EQUITY RESIDENTIAL,STK,USD,USD,13,0,74.55,969.15,969.15,62.1,807.3,807.3,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,208813720,US02079K1079,GOOG,GOOG,BBG009S3NB30,ALPHABET INC-CL C,STK,USD,USD,15,0,100.89042,1513.3563,1513.3563,98.71,1480.65,1480.65,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,1,0,294.426667,294.426667,294.426667,300.54,300.54,300.54,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,9063285,US46120E6023,ISRG,ISRG,BBG000BJPDZ1,INTUITIVE SURGICAL INC,STK,USD,USD,2,0,189.44,378.88,378.88,186.55,373.1,373.1,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,6497,US6153691059,MCO,MCO,BBG000F86GP6,MOODY'S CORP,STK,USD,USD,1,0,243.231555,243.231555,243.231555,243.07,243.07,243.07,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,4,0,239.291836,957.167344,957.167344,229.25,917,917,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,10880,US6745991058,OXY,OXY,BBG000BQQ2S6,OCCIDENTAL PETROLEUM CORP,STK,USD,USD,7,0,66.15306,463.07142,463.07142,65.63,459.41,459.41,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,13,0,105.81346492,1375.575044,1375.575044,99.42,1292.46,1292.46,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,1,0,378.86,378.86,378.86,343.54,343.54,343.54,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,49462172,US92826C8394,V,V,BBG000PSKYX7,VISA INC-CLASS A SHARES,STK,USD,USD,5,0,191.4957,957.4785,957.4785,182.18,910.9,910.9,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,7,0,105.862905,741.040335,741.040335,110.86,776.02,776.02,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,8,0,16.00625,128.05,128.05,16,128,128,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5422138,,,,,,,CASH,USD,USD,10342.79967752,10342.79967752,0,0,0,0,0,0,,1,20221010,10540.81967752,10540.81967752,F6017651,U5422138,0,,1,
D,U5422138,,,,,,,DIVACC,USD,USD,8.93,8.93,0,0,0,0,0,0,,1,20221010,0,0,F6017651,U5422138,0,,1,
D,U5457404,3691937,US0231351067,AMZN,AMZN,BBG000BVPV84,AMAZON.COM INC,STK,USD,USD,1,0,115.06,115.06,115.06,113.67,113.67,113.67,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,272104927,US05464C1018,AXON,AXON,BBG000BHJWG1,AXON ENTERPRISE INC,STK,USD,USD,1,0,130.36515,130.36515,130.36515,126.16,126.16,126.16,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,578327143,US25401T6038,DBRG,DBRG,BBG00D30HGP6,DIGITALBRIDGE GROUP INC,STK,USD,USD,33,0,24.44,806.52,806.52,12.57,414.81,414.81,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,6459,US2546871060,DIS,DIS,BBG000BH4R78,WALT DISNEY CO/THE,STK,USD,USD,5,0,142.97,714.85,714.85,95.16,475.8,475.8,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,505002201,IE0003LFZ4U7,DOLE,DOLE,BBG011PCV4J9,DOLE PLC,STK,USD,USD,2,0,7.795,15.59,15.59,7.63,15.26,15.26,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,6917,US29476L1070,EQR,EQR,BBG000BG8M31,EQUITY RESIDENTIAL,STK,USD,USD,2,0,73.9983525,147.996705,147.996705,62.1,124.2,124.2,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,208813720,US02079K1079,GOOG,GOOG,BBG009S3NB30,ALPHABET INC-CL C,STK,USD,USD,1,0,100.89042,100.89042,100.89042,98.71,98.71,98.71,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,1,0,294.426667,294.426667,294.426667,300.54,300.54,300.54,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,9063285,US46120E6023,ISRG,ISRG,BBG000BJPDZ1,INTUITIVE SURGICAL INC,STK,USD,USD,1,0,189.44,189.44,189.44,186.55,186.55,186.55,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,9579970,US4642876555,IWM,IWM,BBG000CGC9C4,ISHARES RUSSELL 2000 ETF,STK,USD,USD,322,0,228.39,73541.58,73541.58,167.67,53989.74,53989.74,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,1520593,US46625H1005,JPM,JPM,BBG000DMBXR2,JPMORGAN CHASE & CO,STK,USD,USD,1,0,165.7589,165.7589,165.7589,104.99,104.99,104.99,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,6497,US6153691059,MCO,MCO,BBG000F86GP6,MOODY'S CORP,STK,USD,USD,1,0,243.231555,243.231555,243.231555,243.07,243.07,243.07,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,53,0,313.24981132,16602.24,16602.24,229.25,12150.25,12150.25,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,10880,US6745991058,OXY,OXY,BBG000BQQ2S6,OCCIDENTAL PETROLEUM CORP,STK,USD,USD,1,0,65.39268,65.39268,65.39268,65.63,65.63,65.63,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,199169591,US70450Y1038,PYPL,PYPL,BBG0077VNXV6,PAYPAL HOLDINGS INC,STK,USD,USD,1,0,87.10353,87.10353,87.10353,84.52,84.52,84.52,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,320227571,US46090E1038,QQQ,QQQ,BBG000BSWKH7,INVESCO QQQ TRUST SERIES 1,STK,USD,USD,170,0,334.59,56880.3,56880.3,266.41,45289.7,45289.7,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,756733,US78462F1030,SPY,SPY,BBG000BDTBL9,SPDR S&P 500 ETF TRUST,STK,USD,USD,188,0,391.08,73523.04,73523.04,360.02,67683.76,67683.76,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,1,0,109.664805,109.664805,109.664805,99.42,99.42,99.42,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,1,0,378.86,378.86,378.86,343.54,343.54,343.54,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,49462172,US92826C8394,V,V,BBG000PSKYX7,VISA INC-CLASS A SHARES,STK,USD,USD,1,0,199.95993,199.95993,199.95993,182.18,182.18,182.18,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,1,0,109.484715,109.484715,109.484715,110.86,110.86,110.86,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,1,0,16.49,16.49,16.49,16,16,16,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457404,,,,,,,CASH,USD,USD,399.57130828,399.57130828,0,0,0,0,0,0,,1,20221010,399.57130828,399.57130828,F6017651,U5457404,0,,1,
D,U5457404,,,,,,,DIVACC,USD,USD,390.99,390.99,0,0,0,0,0,0,,1,20221010,0,0,F6017651,U5457404,0,,1,
D,U5457571,3691937,US0231351067,AMZN,AMZN,BBG000BVPV84,AMAZON.COM INC,STK,USD,USD,9,0,115.06,1035.54,1035.54,113.67,1023.03,1023.03,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,272104927,US05464C1018,AXON,AXON,BBG000BHJWG1,AXON ENTERPRISE INC,STK,USD,USD,5,0,119.228564,596.14282,596.14282,126.16,630.8,630.8,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,578327143,US25401T6038,DBRG,DBRG,BBG00D30HGP6,DIGITALBRIDGE GROUP INC,STK,USD,USD,150,0,27.89786667,4184.68,4184.68,12.57,1885.5,1885.5,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,6459,US2546871060,DIS,DIS,BBG000BH4R78,WALT DISNEY CO/THE,STK,USD,USD,21,0,109.20666667,2293.34,2293.34,95.16,1998.36,1998.36,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,505002201,IE0003LFZ4U7,DOLE,DOLE,BBG011PCV4J9,DOLE PLC,STK,USD,USD,54,0,7.795,420.93,420.93,7.63,412.02,412.02,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,6917,US29476L1070,EQR,EQR,BBG000BG8M31,EQUITY RESIDENTIAL,STK,USD,USD,24,0,72.98683271,1751.683985,1751.683985,62.1,1490.4,1490.4,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,208813720,US02079K1079,GOOG,GOOG,BBG009S3NB30,ALPHABET INC-CL C,STK,USD,USD,39,0,104.05482,4058.13798,4058.13798,98.71,3849.69,3849.69,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,14,0,369.73,5176.22,5176.22,300.54,4207.56,4207.56,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,9063285,US46120E6023,ISRG,ISRG,BBG000BJPDZ1,INTUITIVE SURGICAL INC,STK,USD,USD,6,0,189.44,1136.64,1136.64,186.55,1119.3,1119.3,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,1520593,US46625H1005,JPM,JPM,BBG000DMBXR2,JPMORGAN CHASE & CO,STK,USD,USD,49,0,165.7589,8122.1861,8122.1861,104.99,5144.51,5144.51,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,6497,US6153691059,MCO,MCO,BBG000F86GP6,MOODY'S CORP,STK,USD,USD,1,0,243.231555,243.231555,243.231555,243.07,243.07,243.07,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,9,0,273.43660711,2460.929464,2460.929464,229.25,2063.25,2063.25,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,10880,US6745991058,OXY,OXY,BBG000BQQ2S6,OCCIDENTAL PETROLEUM CORP,STK,USD,USD,17,0,66.25369853,1126.312875,1126.312875,65.63,1115.71,1115.71,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,199169591,US70450Y1038,PYPL,PYPL,BBG0077VNXV6,PAYPAL HOLDINGS INC,STK,USD,USD,21,0,86.29081286,1812.10707,1812.10707,84.52,1774.92,1774.92,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,320227571,US46090E1038,QQQ,QQQ,BBG000BSWKH7,INVESCO QQQ TRUST SERIES 1,STK,USD,USD,100,0,339.578,33957.8,33957.8,266.41,26641,26641,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,756733,US78462F1030,SPY,SPY,BBG000BDTBL9,SPDR S&P 500 ETF TRUST,STK,USD,USD,250,0,429.987504,107496.876,107496.876,360.02,90005,90005,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,40,0,105.11579162,4204.631665,4204.631665,99.42,3976.8,3976.8,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,2,0,359.015,718.03,718.03,343.54,687.08,687.08,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,49462172,US92826C8394,V,V,BBG000PSKYX7,VISA INC-CLASS A SHARES,STK,USD,USD,14,0,189.92348571,2658.9288,2658.9288,182.18,2550.52,2550.52,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,12,0,109.1828975,1310.19477,1310.19477,110.86,1330.32,1330.32,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,23,0,15.88521739,365.36,365.36,16,368,368,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,,,,,,,CASH,USD,USD,31595.44148556,31595.44148556,0,0,0,0,0,0,,1,20221010,32491.96148556,32491.96148556,F6017651,U5457571,0,,1,
D,U5457571,,,,,,,INTACC,USD,USD,14.55,14.55,0,0,0,0,0,0,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5457571,,,,,,,DIVACC,USD,USD,517.24,517.24,0,0,0,0,0,0,,1,20221010,0,0,F6017651,U5457571,0,,1,
D,U5824529,272104927,US05464C1018,AXON,AXON,BBG000BHJWG1,AXON ENTERPRISE INC,STK,USD,USD,1,0,130.36515,130.36515,130.36515,126.16,126.16,126.16,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,578327143,US25401T6038,DBRG,DBRG,BBG00D30HGP6,DIGITALBRIDGE GROUP INC,STK,USD,USD,6,0,17.35,104.1,104.1,12.57,75.42,75.42,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,6459,US2546871060,DIS,DIS,BBG000BH4R78,WALT DISNEY CO/THE,STK,USD,USD,2,0,106.17306,212.34612,212.34612,95.16,190.32,190.32,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,505002201,IE0003LFZ4U7,DOLE,DOLE,BBG011PCV4J9,DOLE PLC,STK,USD,USD,3,0,7.795,23.385,23.385,7.63,22.89,22.89,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,6917,US29476L1070,EQR,EQR,BBG000BG8M31,EQUITY RESIDENTIAL,STK,USD,USD,3,0,74.55,223.65,223.65,62.1,186.3,186.3,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,208813720,US02079K1079,GOOG,GOOG,BBG009S3NB30,ALPHABET INC-CL C,STK,USD,USD,2,0,100.89042,201.78084,201.78084,98.71,197.42,197.42,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,1,0,294.426667,294.426667,294.426667,300.54,300.54,300.54,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,9063285,US46120E6023,ISRG,ISRG,BBG000BJPDZ1,INTUITIVE SURGICAL INC,STK,USD,USD,1,0,189.44,189.44,189.44,186.55,186.55,186.55,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,6497,US6153691059,MCO,MCO,BBG000F86GP6,MOODY'S CORP,STK,USD,USD,1,0,243.231555,243.231555,243.231555,243.07,243.07,243.07,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,1,0,240.68028,240.68028,240.68028,229.25,229.25,229.25,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,10880,US6745991058,OXY,OXY,BBG000BQQ2S6,OCCIDENTAL PETROLEUM CORP,STK,USD,USD,1,0,65.39268,65.39268,65.39268,65.63,65.63,65.63,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,2,0,107.527537,215.055074,215.055074,99.42,198.84,198.84,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,1,0,378.86,378.86,378.86,343.54,343.54,343.54,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,49462172,US92826C8394,V,V,BBG000PSKYX7,VISA INC-CLASS A SHARES,STK,USD,USD,1,0,199.95993,199.95993,199.95993,182.18,182.18,182.18,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,2,0,105.862905,211.72581,211.72581,110.86,221.72,221.72,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,1,0,16.49,16.49,16.49,16,16,16,,1,20221010,0,0,F6017651,U5824529,0,,1,
D,U5824529,,,,,,,CASH,USD,USD,724.00964328,724.00964328,0,0,0,0,0,0,,1,20221010,724.00964328,724.00964328,F6017651,U5824529,0,,1,
D,U5824529,,,,,,,DIVACC,USD,USD,2.07,2.07,0,0,0,0,0,0,,1,20221010,0,0,F6017651,U5824529,0,,1,
