Type,AccountID,ConID,SecurityID,Symbol,BBTicker,BBGlobalID,SecurityDescription,AssetType,Currency,BaseCurrency,Quantity,QuantityInBase,CostPrice,CostBasis,CostBasisInBase,MarketPrice,MarketValue,MarketValueInBase,OpenDateTime,FxRateToBase,ReportDate,SettledQuantity,SettledQuantityInBase,MasterAccountID,Van,AccruedInt,OriginatingOrderID,Multiplier,
D,U5457404,6459,US2546871060,DIS,DIS,BBG000BH4R78,WALT DISNEY CO/THE,STK,USD,USD,5,0,142.97,714.85,714.85,92.29,461.45,461.45,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,6917,US29476L1070,EQR,EQR,BBG000BG8M31,EQUITY RESIDENTIAL,STK,USD,USD,2,0,73.9983525,147.996705,147.996705,61.7,123.4,123.4,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,158655765,US36162J1060,GEO,GEO,BBG000GC0TZ3,GEO GROUP INC/THE,STK,USD,USD,22,0,12.14607,267.21354,267.21354,11.85,260.7,260.7,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,208813720,US02079K1079,GOOG,GOOG,BBG009S3NB30,ALPHABET INC-CL C,STK,USD,USD,56,0,88.41347554,4951.15463,4951.15463,97.31,5449.36,5449.36,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,1,0,294.426667,294.426667,294.426667,362.91,362.91,362.91,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,9579970,US4642876555,IWM,IWM,BBG000CGC9C4,ISHARES RUSSELL 2000 ETF,STK,USD,USD,322,0,228.39,73541.58,73541.58,180.07,57982.54,57982.54,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,1520593,US46625H1005,JPM,JPM,BBG000DMBXR2,JPMORGAN CHASE & CO,STK,USD,USD,1,0,165.7589,165.7589,165.7589,131.59,131.59,131.59,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,53,0,313.24981132,16602.24,16602.24,245.12,12991.36,12991.36,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,10880,US6745991058,OXY,OXY,BBG000BQQ2S6,OCCIDENTAL PETROLEUM CORP,STK,USD,USD,1,0,65.39268,65.39268,65.39268,64.14,64.14,64.14,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,199169591,US70450Y1038,PYPL,PYPL,BBG0077VNXV6,PAYPAL HOLDINGS INC,STK,USD,USD,27,0,68.00631578,1836.170526,1836.170526,72.23,1950.21,1950.21,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,320227571,US46090E1038,QQQ,QQQ,BBG000BSWKH7,INVESCO QQQ TRUST SERIES 1,STK,USD,USD,170,0,334.59,56880.3,56880.3,281.68,47885.6,47885.6,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,756733,US78462F1030,SPY,SPY,BBG000BDTBL9,SPDR S&P 500 ETF TRUST,STK,USD,USD,75,0,391.08,29331,29331,393.83,29537.25,29537.25,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,4,0,99.38199125,397.527965,397.527965,106.95,427.8,427.8,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,1,0,378.86,378.86,378.86,314.07,314.07,314.07,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,1,0,109.484715,109.484715,109.484715,118.86,118.86,118.86,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,45,0,14.536,654.12,654.12,15.1,679.5,679.5,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,,,,,,,CASH,USD,USD,35207.55448121,35207.55448121,0,0,0,0,0,0,,1,20221206,35207.55448121,35207.55448121,F6017651,U5457404,0,,1,
D,U5457404,,,,,,,INTACC,USD,USD,11.73,11.73,0,0,0,0,0,0,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457404,,,,,,,DIVACC,USD,USD,40.5,40.5,0,0,0,0,0,0,,1,20221206,0,0,F6017651,U5457404,0,,1,
D,U5457571,4725941,US00760J1088,AEHR,AEHR,BBG000BWM083,AEHR TEST SYSTEMS,STK,USD,USD,6,0,24.942465,149.65479,149.65479,22.66,135.96,135.96,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,3691937,US0231351067,AMZN,AMZN,BBG000BVPV84,AMAZON.COM INC,STK,USD,USD,13,0,98.47267331,1280.144753,1280.144753,88.25,1147.25,1147.25,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,288771051,US09215C1053,BKI,BKI,BBG00GX77LW3,BLACK KNIGHT INC,STK,USD,USD,6,0,61.180575,367.08345,367.08345,59.29,355.74,355.74,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,578327143,US25401T6038,DBRG,DBRG,BBG00D30HGP6,DIGITALBRIDGE GROUP INC,STK,USD,USD,62,0,28.3868,1759.9816,1759.9816,12.98,804.76,804.76,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,6459,US2546871060,DIS,DIS,BBG000BH4R78,WALT DISNEY CO/THE,STK,USD,USD,21,0,109.20666667,2293.34,2293.34,92.29,1938.09,1938.09,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,6917,US29476L1070,EQR,EQR,BBG000BG8M31,EQUITY RESIDENTIAL,STK,USD,USD,24,0,72.98683271,1751.683985,1751.683985,61.7,1480.8,1480.8,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,158655765,US36162J1060,GEO,GEO,BBG000GC0TZ3,GEO GROUP INC/THE,STK,USD,USD,11,0,12.14607,133.60677,133.60677,11.85,130.35,130.35,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,208813720,US02079K1079,GOOG,GOOG,BBG009S3NB30,ALPHABET INC-CL C,STK,USD,USD,81,0,97.91895438,7931.435305,7931.435305,97.31,7882.11,7882.11,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,14,0,369.73,5176.22,5176.22,362.91,5080.74,5080.74,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,1520593,US46625H1005,JPM,JPM,BBG000DMBXR2,JPMORGAN CHASE & CO,STK,USD,USD,49,0,165.7589,8122.1861,8122.1861,131.59,6447.91,6447.91,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,16,0,255.08745587,4081.399294,4081.399294,245.12,3921.92,3921.92,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,10880,US6745991058,OXY,OXY,BBG000BQQ2S6,OCCIDENTAL PETROLEUM CORP,STK,USD,USD,3,0,66.723345,200.170035,200.170035,64.14,192.42,192.42,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,199169591,US70450Y1038,PYPL,PYPL,BBG0077VNXV6,PAYPAL HOLDINGS INC,STK,USD,USD,9,0,85.20719,766.86471,766.86471,72.23,650.07,650.07,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,320227571,US46090E1038,QQQ,QQQ,BBG000BSWKH7,INVESCO QQQ TRUST SERIES 1,STK,USD,USD,100,0,339.578,33957.8,33957.8,281.68,28168,28168,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,756733,US78462F1030,SPY,SPY,BBG000BDTBL9,SPDR S&P 500 ETF TRUST,STK,USD,USD,250,0,429.987504,107496.876,107496.876,393.83,98457.5,98457.5,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,187,0,98.09313404,18343.416065,18343.416065,106.95,19999.65,19999.65,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,10,0,334.383,3343.83,3343.83,314.07,3140.7,3140.7,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,12,0,109.1828975,1310.19477,1310.19477,118.86,1426.32,1426.32,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,23,0,15.88521739,365.36,365.36,15.1,347.3,347.3,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,,,,,,,CASH,USD,USD,18795.44580408,18795.44580408,0,0,0,0,0,0,,1,20221206,17864.02580408,17864.02580408,F6017651,U5457571,0,,1,
D,U5457571,,,,,,,INTACC,USD,USD,2.96,2.96,0,0,0,0,0,0,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5457571,,,,,,,DIVACC,USD,USD,103.31,103.31,0,0,0,0,0,0,,1,20221206,0,0,F6017651,U5457571,0,,1,
D,U5824529,4725941,US00760J1088,AEHR,AEHR,BBG000BWM083,AEHR TEST SYSTEMS,STK,USD,USD,1,0,24.942465,24.942465,24.942465,22.66,22.66,22.66,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,288771051,US09215C1053,BKI,BKI,BBG00GX77LW3,BLACK KNIGHT INC,STK,USD,USD,1,0,61.180575,61.180575,61.180575,59.29,59.29,59.29,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,578327143,US25401T6038,DBRG,DBRG,BBG00D30HGP6,DIGITALBRIDGE GROUP INC,STK,USD,USD,2,0,16.55,33.1,33.1,12.98,25.96,25.96,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,6459,US2546871060,DIS,DIS,BBG000BH4R78,WALT DISNEY CO/THE,STK,USD,USD,2,0,106.17306,212.34612,212.34612,92.29,184.58,184.58,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,6917,US29476L1070,EQR,EQR,BBG000BG8M31,EQUITY RESIDENTIAL,STK,USD,USD,3,0,74.55,223.65,223.65,61.7,185.1,185.1,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,158655765,US36162J1060,GEO,GEO,BBG000GC0TZ3,GEO GROUP INC/THE,STK,USD,USD,1,0,12.14607,12.14607,12.14607,11.85,11.85,11.85,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,208813720,US02079K1079,GOOG,GOOG,BBG009S3NB30,ALPHABET INC-CL C,STK,USD,USD,4,0,98.539245,394.15698,394.15698,97.31,389.24,389.24,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,4627828,US38141G1040,GS,GS,BBG000C6CFJ5,GOLDMAN SACHS GROUP INC,STK,USD,USD,1,0,294.426667,294.426667,294.426667,362.91,362.91,362.91,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,272093,US5949181045,MSFT,MSFT,BBG000BPH459,MICROSOFT CORP,STK,USD,USD,2,0,236.087985,472.17597,472.17597,245.12,490.24,490.24,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,15547841,US4642874329,TLT,TLT,BBG000BJKYW3,ISHARES 20+ YEAR TREASURY BO,STK,USD,USD,6,0,99.68413383,598.104803,598.104803,106.95,641.7,641.7,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,13116,US9022521051,TYL,TYL,BBG000BVWZF9,TYLER TECHNOLOGIES INC,STK,USD,USD,1,0,378.86,378.86,378.86,314.07,314.07,314.07,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,13497,US91913Y1001,VLO,VLO,BBG000BBGGQ1,VALERO ENERGY CORP,STK,USD,USD,2,0,105.862905,211.72581,211.72581,118.86,237.72,237.72,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,337722877,US92511U1025,VRRM,VRRM,BBG00G4XQ9Z1,VERRA MOBILITY CORP,STK,USD,USD,1,0,16.49,16.49,16.49,15.1,15.1,15.1,,1,20221206,0,0,F6017651,U5824529,0,,1,
D,U5824529,,,,,,,CASH,USD,USD,834.50314596,834.50314596,0,0,0,0,0,0,,1,20221206,767.97314596,767.97314596,F6017651,U5824529,0,,1,
D,U5824529,,,,,,,DIVACC,USD,USD,7.29,7.29,0,0,0,0,0,0,,1,20221206,0,0,F6017651,U5824529,0,,1,
